,CRN,Subj,Crse,Sec,Cred,Title,Campus,Fee,Sylbi?,Location,Day(s),Time,Act,Rem,Instructor,Course Dates,Year,Term
544,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2019,Spring
545,35762,CS,371,004,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,11:30 am-12:25 pm,6,5,"Ziegler, U",01/22-05/10,2019,Spring
546,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2019,Spring
547,42790,CS,371,005,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 2117,MWF,01:50 pm-02:45 pm,6,5,"Ziegler, U",01/22-05/10,2019,Spring
548,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2019,Spring
549,44568,CS,372,001,3.000,MOBILE APP DEVELOPMENT,Bowling Green,,Yes,SH 1102,MWF,12:40 pm-01:35 pm,10,10,"Wang, H",01/22-05/10,2019,Spring
550,37181,CS,381,001,3.000,INTRO TO COMPUTER NETWORKS,Bowling Green,,Yes,SH 1103,MWF,01:50 pm-02:45 pm,11,19,"Li, Q",01/22-05/10,2019,Spring
551,37198,CS,382,001,3.000,PROGRAMMING LANGUAGES,Bowling Green,,Yes,EST 0350,MWF,11:30 am-12:25 pm,23,17,"Yang, R",01/22-05/10,2019,Spring
552,02615,CS,389,001,1.000,PRACTICUM/COMPUTER SCI,Bowling Green,,,TBA,,TBA,2,-1,"Ziegler, U",01/22-05/10,2019,Spring
553,02637,CS,445,500,3.000,OPERATING SYSTEMS II,Bowling Green,,Yes,SH 1102,MW,04:00 pm-05:20 pm,2,3,"Li, Q",01/22-05/10,2019,Spring
554,02639,CS,445G,500,3.000,OPERATING SYSTEMS II,Bowling Green,,Yes,SH 1102,MW,04:00 pm-05:20 pm,6,14,"Li, Q",01/22-05/10,2019,Spring
555,32471,CS,446,001,3.000,INTERACTIVE COM GRAPHICS,Bowling Green,,Yes,EST 0265,MWF,11:30 am-12:25 pm,2,3,"Li, Q",01/22-05/10,2019,Spring
556,32472,CS,446G,001,3.000,INTERACTIVE COM GRAPHICS,Bowling Green,,Yes,EST 0265,MWF,11:30 am-12:25 pm,2,18,"Li, Q",01/22-05/10,2019,Spring
557,02645,CS,475,001,3.000,Bioinformatics Cloud Architect,Bowling Green,,Yes,TBA,W,03:00 pm-04:00 pm,4,1,"Galloway, J",01/22-05/10,2019,Spring
558,38735,CS,496,001,3.000,SENIOR PROJECT & PROFESS PRAC,Bowling Green,,Yes,SH B106,MWF,09:10 am-10:05 am,22,-2,"Xing, G",01/22-05/10,2019,Spring
559,36219,CS,500,500,3.000,RESEARCH METH/COMP SCI,Bowling Green,,Yes,SH B103,R,05:00 pm-07:45 pm,2,23,"Yang, R",01/22-05/10,2019,Spring
560,24478,CS,543,500,3.000,ADVANCED DATABASE SYSTEMS,Bowling Green,,Yes,SH 1103,M,05:30 pm-08:15 pm,7,17,"Xia, Z",01/22-05/10,2019,Spring
561,42823,CS,555,001,3.000,DATA SCIENCE,Bowling Green,,Yes,SH 1103,TR,09:35 am-10:55 am,7,18,"Xia, Z",01/22-05/10,2019,Spring
562,36202,CS,560,500,3.000,SOFTWARE ENG & PROJ MGT,Bowling Green,,Yes,COHH 2117,T,05:00 pm-07:45 pm,6,19,"Galloway, J",01/22-05/10,2019,Spring
563,40363,CS,599,003,3.000,THESIS RESEARCH/WRITING,Bowling Green,,Yes,TBA,,TBA,2,0,"Galloway, J",01/22-05/10,2019,Spring
564,36226,CS,600,001,1.000,MAINT MATRICULATION,Bowling Green,,Yes,TBA,,TBA,2,0,"Xing, G",01/22-05/10,2019,Spring
565,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,Spring
566,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,Spring,2019,Spring
567,40607,CS,146,001,3.000,INTRODUCTION TO PROGRAMMING,Bowling Green,$45,Yes,SH B106,MWF,12:40 pm-01:35 pm,24,7,"Abumuhfouz, I",08/27-12/14,2018,Fall
568,39385,CS,170,001,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,09:10 am-10:05 am,30,1,"Abumuhfouz, I",08/27-12/14,2018,Fall
569,39545,CS,170,002,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,11:30 am-12:25 pm,24,3,"Abumuhfouz, I",08/27-12/14,2018,Fall
570,44387,CS,170,013,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,$45,Yes,SH B103,MWF,10:20 am-11:15 am,23,7,"Abumuhfouz, I",08/27-12/14,2018,Fall
571,39362,CS,180,001,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1103,MWF,09:10 am-10:05 am,24,3,"Yang, R",08/27-12/14,2018,Fall
572,,,,,,,,,,SH B103,M,02:40 pm-04:30 pm,,,"Yang, R",08/27-12/14,2018,Fall
573,39363,CS,180,002,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,CH 0320,MWF,08:00 am-08:55 am,27,3,"Gary, J",08/27-12/14,2018,Fall
574,,,,,,,,,,SH B103,M,12:40 pm-02:30 pm,,,"Gary, J",08/27-12/14,2018,Fall
575,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2018,Fall
576,39375,CS,180,010,4.000,COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1103,MWF,10:20 am-11:15 am,17,4,"Yang, R",08/27-12/14,2018,Fall
577,,,,,,,,,,SH B103,W,02:40 pm-04:30 pm,,,"Yang, R",08/27-12/14,2018,Fall
578,39378,CS,180,011,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,CH 0320,MWF,10:20 am-11:15 am,25,0,"Xing, G",08/27-12/14,2018,Fall
579,,,,,,,,,,SH B103,W,12:40 pm-02:30 pm,,,"Xing, G",08/27-12/14,2018,Fall
580,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2018,Fall
581,39379,CS,180,012,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,CH 0320,MWF,09:10 am-10:05 am,26,1,"Gary, J",08/27-12/14,2018,Fall
582,,,,,,,,,,SH B103,T,12:40 pm-02:30 pm,,,"Gary, J",08/27-12/14,2018,Fall
583,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky,2018,Fall
584,39487,CS,180,013,4.000,HON: COMPUTER SCIENCE I,Bowling Green,$45,Yes,SH 1103,MWF,11:30 am-12:25 pm,27,0,"Xing, G",08/27-12/14,2018,Fall
585,,,,,,,,,,SH B103,R,12:40 pm-02:30 pm,,,"Xing, G",08/27-12/14,2018,Fall
586,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,Honors Eligibility or 3.2 overall university GPA required The above section is for students in the Gatton Academy of Mathematics and Science in Kentucky.,2018,Fall
587,45011,CS,221,001,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH B103,TR,09:35 am-10:55 am,18,7,"Ziegler, U",08/27-12/14,2018,Fall
588,,,,,,,,,,SH B103,T,02:40 pm-04:30 pm,,,"Ziegler, U",08/27-12/14,2018,Fall
589,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,2018,Fall
590,45193,CS,221,002,4.000,COMPUTER SCIENCE II,Bowling Green,$45,Yes,SH B103,TR,11:10 am-12:30 pm,16,9,"Ziegler, U",08/27-12/14,2018,Fall
591,,,,,,,,,,SH B103,R,02:40 pm-04:30 pm,,,"Ziegler, U",08/27-12/14,2018,Fall
592,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,Course previously numbered CS 181. Students can not receive credit for both CS 181 and CS 221.,2018,Fall
593,35805,CS,239,001,3.000,PROB SOLVING COMP TECH,Bowling Green,$45,Yes,SH B106,TR,12:45 pm-01:40 pm,25,5,"Abumuhfouz, I",08/27-12/14,2018,Fall
594,,,,,,,,,,SH B106,W,03:00 pm-04:50 pm,,,"Abumuhfouz, I",08/27-12/14,2018,Fall
595,45013,CS,339,001,3.000,COMPUTER SCIENCE III,Bowling Green,,Yes,SH 1102,MWF,09:10 am-10:05 am,14,13,"Atici, M",08/27-12/14,2018,Fall
596,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,Course previously numbered CS 280. Students can not receive credit for both CS 280 and CS 339.,2018,Fall
597,02799,CS,360,001,3.000,SOFTWARE ENGINEERING I,Bowling Green,,Yes,SH 1102,TR,09:35 am-10:55 am,10,10,"Galloway, J",08/27-12/14,2018,Fall
598,46270,CS,360,002,3.000,SOFTWARE ENGINEERING I,Bowling Green,,Yes,SH 1102,TR,11:10 am-12:30 pm,13,7,"Galloway, J",08/27-12/14,2018,Fall
599,02807,CS,389,001,1.000,PRACTICUM/COMPUTER SCI,Bowling Green,,,TBA,,TBA,1,0,"Ziegler, U",08/27-12/14,2018,Fall
600,41609,CS,396,001,3.000,INTERMEDIATE SOFTWARE PROJECT,Bowling Green,,Yes,SH B106,MWF,09:10 am-10:05 am,8,12,"Wang, H",08/27-12/14,2018,Fall
601,47097,CS,396,002,3.000,INTERMEDIATE SOFTWARE PROJECT,Bowling Green,,Yes,SH B106,MWF,10:20 am-11:15 am,18,2,"Wang, H",08/27-12/14,2018,Fall
602,20382,CS,405,001,3.000,NUMERICAL ANALYSIS I,Bowling Green,,Yes,COHH 3119,MWF,11:30 am-12:25 pm,3,0,"Khenner, M",08/27-12/14,2018,Fall
603,20384,CS,405G,001,3.000,NUMERICAL ANALYSIS I,Bowling Green,,Yes,COHH 3119,MWF,11:30 am-12:25 pm,2,0,"Khenner, M",08/27-12/14,2018,Fall
604,45012,CS,421,001,3.000,DATA STRUCT & ALGRTH/ANALYSIS,Bowling Green,,Yes,SH 1102,MWF,11:30 am-12:25 pm,28,-1,"Atici, M",08/27-12/14,2018,Fall
605,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,Course previously numbered CS 380. Students can not receive credit for both CS 380 and CS 421.,2018,Fall
606,02815,CS,425,001,3.000,OPERATING SYSTEMS I,Bowling Green,,Yes,EST 0248,MWF,01:50 pm-02:45 pm,32,-5,"Li, Q",08/27-12/14,2018,Fall
607,15606,CS,443,001,3.000,DATABASE MGT SYSTEMS,Bowling Green,,Yes,SH 1102,MWF,12:40 pm-01:35 pm,14,1,"Wang, H",08/27-12/14,2018,Fall
608,15607,CS,443G,001,3.000,DATABASE MANAGEMENT SYSTEMS,Bowling Green,,Yes,SH 1102,MWF,12:40 pm-01:35 pm,4,11,"Wang, H",08/27-12/14,2018,Fall
609,18402,CS,450,002,3.000,COMPUTER NETWORKS,Bowling Green,,Yes,COHH 2121,TR,09:35 am-10:55 am,2,7,"Xia, Z",08/27-12/14,2018,Fall
610,18382,CS,450G,002,3.000,COMPUTER NETWORKS,Bowling Green,,Yes,COHH 2121,TR,09:35 am-10:55 am,4,11,"Xia, Z",08/27-12/14,2018,Fall
611,02833,CS,456,001,3.000,ARTIFICIAL INTELLIGENCE,Bowling Green,,Yes,SH B106,TR,11:10 am-12:30 pm,16,-1,"Xia, Z",08/27-12/14,2018,Fall
612,02835,CS,456G,001,3.000,ARTIFICIAL INTELLIGENCE,Bowling Green,,Yes,SH B106,TR,11:10 am-12:30 pm,2,14,"Xia, Z",08/27-12/14,2018,Fall
613,39413,CS,475,001,3.000,TOPICS/COMPUTER SCIENCE,Bowling Green,,Yes,TBA,,TBA,4,-3,"Galloway, J",08/27-12/14,2018,Fall
614,39401,CS,500,001,3.000,RESEARCH METH/COMP SCI,Bowling Green,,Yes,SH B103,M,06:00 pm-08:45 pm,3,24,"Xia, Z",08/27-12/14,2018,Fall
615,39380,CS,530,001,3.000,AUTOMATA THEORY AND COMPILER,Bowling Green,,Yes,COHH 2117,W,05:00 pm-07:45 pm,6,21,"Gary, J",08/27-12/14,2018,Fall
616,47240,CS,535,500,3.000,CLOUD COMPUTING,Bowling Green,,Yes,SH 1102,T,05:00 pm-07:45 pm,4,23,"Galloway, J",08/27-12/14,2018,Fall
617,26187,CS,549,001,3.000,ANALYSIS OF ALGORITHMS,Bowling Green,,Yes,SH B106,MWF,08:00 am-08:55 am,5,22,"Li, Q",08/27-12/14,2018,Fall
618,36538,CS,565,193,3.000,DATA MINING,Bowling Green,,Yes,SH B102,MWF,12:40 pm-01:35 pm,6,18,"Li, Q",08/27-12/14,2018,Fall
619,29334,CS,599,001,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,2,0,"Xing, G",08/27-12/14,2018,Fall
620,44521,CS,599,003,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,0,"Ziegler, U",08/27-12/14,2018,Fall
621,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,Fall
622,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,Fall,2018,Fall
623,37615,CS,369,A01,1.000,COOP EDUC/COMPUTER SCI,Bowling Green,,,TBA,,TBA,1,0,"Xing, G",06/11-08/03,2018,Summer
624,40104,CS,389,M01,1.000,HON: PRACTICUM/COMPUTER SCI,Bowling Green,,,TBA,,TBA,1,0,"Ziegler, U",05/14-06/29,2018,Summer
625,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,Honors Eligibility or 3.2 overall university GPA required,2018,Summer
626,39686,CS,595,A01,3.000,ADV TOPICS/COMP SCI,Bowling Green,,Yes,TBA,,TBA,1,0,"Atici, M",06/11-07/06,2018,Summer
627,40053,CS,599,A01,3.000,THESIS RESEARCH/WRITING,Bowling Green,,,TBA,,TBA,1,0,"Wang, H",06/04-08/09,2018,Summer
628,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,Summer
629,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,Summer,2018,Summer
630,37171,CS,146,001,3.000,INTRODUCTION TO PROGRAMMING,Bowling Green,,Yes,SH B106,MWF,09:10 am-10:05 am,26,4,"Abumuhfouz, I",01/22-05/11,2018,Spring
631,36204,CS,170,001,3.000,PROBLEM SOLVING & PROGRAMMING,Bowling Green,,Yes,SH B103,MWF,10:20 am-11:15 am,30,0,"Abumuhfouz, I",01/22-05/11,2018,Spring
632,36216,CS,180,001,4.000,COMPUTER SCIENCE I,Bowling Green,,Yes,SH 1103,MWF,09:10 am-10:05 am,22,8,"Gary, J",01/22-05/11,2018,Spring
633,,,,,,,,,,SH B103,R,12:45 pm-02:35 pm,,,"Gary, J",01/22-05/11,2018,Spring
634,36927,CS,180,002,4.000,COMPUTER SCIENCE I,Bowling Green,,Yes,SH 1103,MWF,11:30 am-12:25 pm,24,6,"Atici, M",01/22-05/11,2018,Spring
635,,,,,,,,,,SH B103,T,12:45 pm-02:35 pm,,,"Atici, M",01/22-05/11,2018,Spring
636,41866,CS,221,001,4.000,COMPUTER SCIENCE II,Bowling Green,,Yes,CH 0325,MWF,11:30 am-12:25 pm,9,14,"Xing, G",01/22-05/11,2018,Spring
637,,,,,,,,,,SH B103,M,01:50 pm-03:40 pm,,,"Xing, G",01/22-05/11,2018,Spring
638,41920,CS,221,002,4.000,COMPUTER SCIENCE II,Bowling Green,,Yes,CH 0325,MWF,11:30 am-12:25 pm,19,4,"Xing, G",01/22-05/11,2018,Spring
639,,,,,,,,,,SH B103,W,01:50 pm-03:40 pm,,,"Xing, G",01/22-05/11,2018,Spring
640,33050,CS,270,001,3.000,INTRO TO WEB PROGRAMMING,Bowling Green,,Yes,SH B103,MWF,11:30 am-12:25 pm,21,9,"Abumuhfouz, I",01/22-05/11,2018,Spring
641,28933,CS,325,002,3.000,COMPUTER ORG AND ARCH,Bowling Green,,Yes,EST 0260,TR,12:45 pm-02:05 pm,43,-3,"Galloway, J",01/22-05/11,2018,Spring
642,41921,CS,339,001,3.000,COMPUTER SCIENCE III,Bowling Green,,Yes,SH 1102,MWF,09:10 am-10:05 am,15,10,"Atici, M",01/22-05/11,2018,Spring
643,41924,CS,351,001,3.000,DATABASE MANAGEMENT SYSTEMS I,Bowling Green,,Yes,SH 1103,TR,02:20 pm-03:40 pm,30,0,"Xia, Z",01/22-05/11,2018,Spring
644,35756,CS,371,001,3.000,HON: ADV COMP PROB SOLVING,Bowling Green,,Yes,COHH 3121,MWF,08:00 am-08:55 am,10,2,"Wang, H",01/22-05/11,2018,Spring
